"","Tipo","Literal","CCAA","Provincia","Municipio","Encuestadora/Medio","Fuente","Muestra","Trabajo Campo","Ultimo dia","Particip","Lead","Ganador","Ventaja","ACP","Adelante","Adelante Andalucía","Adelante Andalucía (2018)","Adelante Andalucía (2021)","AIKE","Andaluces Levantaos","ASG","Avante","AxSí","BA","BNG","Caballas","CC–NCa","CCa","CH","CHA","CL","Clotilde Cuéllar","CM","Compromís","CpM","Cs","CUP","CY!","DO","E-2000","EC","ECP","EH Bildu","El Pi","Elkarrekin Podemos","ERC","ERC–Sobiranistes","esperta","EUPV","EV","FAC","FeC","Galicia en Común","Ganar Alcorcón","GBai","GBC","GeC","GJ","GT","GxF","I–E (n)","IGE","IU","IU–Madrid","IU–MeP","IU–V–RM","IU/IX","IUC","IUCyL","IULV","IUMA","Junts","JxCat","L","Marea Atlántica","Marea Galeguista","Más Madrid","Más Madrid–Leganemos","Más País","MCC","MDyC","Més","Més Compromís","MM–Alcorcón","MM–Fuenlabrada","MMAlcobendas","MMArganda","MMCCG","MMGM","MMP","MOVER Parla","MxMe","NA+","NCa","PACMA","PAR","PDeCAT","PIVG","PNV","Podem–EUPV","Podemos","Podemos–IU","Podemos–IU–Equo","PP","PP+Cs","PR+","PRC","PSC","PSdeG–PSOE","PSE–EE (PSOE)","PSIB–PSOE","PSN–PSOE","PSOE","PSOE–A","PSPV","PTSV","PVI","PxE","Somos Alcalá","Somos Región","SomosOviedo","SR100","TE","ULEG","Unidas Podemos","Unides Podem–EUIB","Unides Podem–EUPV","UP","UPL","UPporA","UPxA","UxA","Vox","XAV","ZD","ZGZ"
"397","Autonómicas","Cataluña","Cat.",NA,NA,"Opinòmetre/CEO","https://govern.cat/govern/docs/2021/05/28/10/43/ef2e2194-ee34-45b1-8869-b53729447a07.pdf","1200","11-19 May 2021",2021-05-19,"60",0.2,"ERC","ERC +0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,8.3,NA,NA,NA,NA,6.6,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,NA,NA,NA,23.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA,NA,NA
"398","Generales","España","Esp.",NA,NA,"GAD3/ABC","https://www.abc.es/espana/abci-pp-dispara-hasta-138-escanos-y-suma-mayoria-absoluta-202105230219_noticia.html","1202","12-18 May",2021-05-18,"74",5.1,"PP","PP +5.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,3.3,1,NA,NA,NA,NA,NA,1.2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,30.5,NA,NA,0.2,NA,NA,NA,NA,NA,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,8.3,NA,NA,NA,NA,NA,NA,NA,13.8,NA,NA,NA
"399","Generales","España","Esp.",NA,NA,"Sigma Dos/Antena 3","https://www.antena3.com/noticias/espana/encuesta-ganaria-elecciones-generales-pablo-casado-arrebataria-moncloa-pedro-sanchez-apoyo-vox_2021051760a1fbe7f0676400010be1ed.html","-","17 May",2021-05-17,"",4.7,"PP","PP +4.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,30.7,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,15.7,NA,NA,NA
"400","Autonómicas","Murcia, Región de","Mur.",NA,NA,"UCAM","https://www.ucam.edu/sites/default/files/public/barometro-mayo-2021-i-parte.pdf","800","10-17 May 2021",2021-05-17,"59.2",12.6,"PP","PP +12.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.7,NA,NA,NA,NA,NA,NA,NA,NA,27.1,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,15.6,NA,NA,NA
"401","Municipales","València","Val.","Valencia","Valencia","Sigma Dos/Las Provincias","https://www.lasprovincias.es/politica/centro-derecha-cerca-20210520190343-nt.html","750","14-17 May 2021",2021-05-17,"",7.7,"PP","PP +7.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,9.3,NA,NA,NA
"402","Generales","España","Esp.",NA,NA,"ElectoPanel/Electomanía","https://electomania.es/ep16my21/","1930","10-15 May",2021-05-15,"",0.5,"PP","PP +0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,2.9,0.9,NA,NA,NA,NA,NA,1.2,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,26.9,NA,NA,0.3,NA,NA,NA,NA,NA,26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,10.9,NA,NA,NA,NA,NA,NA,NA,15.8,NA,NA,NA
"403","Municipales","Fuente de Piedra","And.","Málaga","Fuente de Piedra","Deimos Estadística","https://www.andaluciacentro.com/malaga/antequera/fuente-de-piedra/24275/el-psoe-repetiria-mayoria-absoluta-en-fuente-de-piedra-si-se-celebrasen-hoy-elecciones","265","15 May 2021",2021-05-15,"",25.2,"PSOE–A","PSOE–A +25.2",NA,25.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"404","Generales","España","Esp.",NA,NA,"Celeste-Tel/Onda Cero","https://www.ondacero.es/noticias/espana/estaria-encima-psoe-intencion-voto_2021052160a745593610570001365cca.html","1100","10-14 May",2021-05-14,"64.5",2.1,"PP","PP +2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0.9,NA,NA,NA,NA,NA,1.1,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,28.1,NA,NA,0.3,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,9.6,NA,NA,NA,NA,NA,NA,NA,16.2,NA,NA,NA
"405","Autonómicas","Cataluña","Cat.",NA,NA,"GESOP/El Periódico","https://www.elperiodico.com/es/politica/20210515/encuesta-elecciones-cataluna-repeticion-perjudica-junts-11724405","801","12-14 May 2021",2021-05-14,"",3.7,"PSC","PSC +3.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7.5,NA,NA,NA,NA,6.9,NA,NA,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,26.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA
"406","Autonómicas","Murcia, Región de","Mur.",NA,NA,"CEMOP","https://www.cemopmurcia.es/wp-content/uploads/2021/06/BAROMETRO-PRIMAVERA-21.pdf","820","4-14 May 2021",2021-05-14,"63.3",16.1,"PP","PP +16.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.7,NA,NA,NA,NA,NA,NA,NA,NA,27.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,13.7,NA,NA,NA
"407","Autonómicas","Andalucía","And.",NA,NA,"ElectoPanel/Electomanía","https://electomania.es/andpanel14my21/","2125","14 May 2021",2021-05-14,"",6.8,"PP","PP +6.8",NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,14.2,NA,NA,NA
"408","Autonómicas","Andalucía","And.",NA,NA,"NC Report/La Razón","https://www.larazon.es/andalucia/20210516/geo43fyyrngbdjaxxduqrmswhm.html","900","11-14 May 2021",2021-05-14,"58.6",0.5,"PSOE–A","PSOE–A +0.5",NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,NA,NA,14.1,NA,NA,NA
"409","Generales","España","Esp.",NA,NA,"CIS","http://datos.cis.es/pdf/Es3322marMT_A.pdf","3814","4-13 May",2021-05-13,"",4.5,"PSOE","PSOE +4.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,5.3,0.6,NA,NA,NA,NA,NA,1.1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,23.4,NA,NA,0.2,NA,NA,NA,NA,NA,27.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,10.4,NA,NA,NA,NA,NA,NA,NA,13.7,NA,NA,NA
"410","Generales","España","Esp.",NA,NA,"Simple Lógica","https://www.simplelogica.com/es/intencion-de-voto-y-valoracion-de-lideres-politicos-mayo-2021/","1063","4-12 May",2021-05-12,"65.5",0.2,"PP","PP +0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA,NA,NA,15.9,NA,NA,NA
"411","Autonómicas","Cataluña","Cat.",NA,NA,"GAD3/La Vanguardia","http://hemeroteca.lavanguardia.com/preview/2021/05/16/pagina-16/382566922/pdf.html","800","11-12 May 2021",2021-05-12,"56.0",3.2,"PSC","PSC +3.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,6.2,NA,NA,NA,NA,6.4,NA,NA,NA,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,NA,NA
"412","Generales","España","Esp.",NA,NA,"Hamalgama Métrica/OKDiario","https://okdiario.com/espana/ciclon-ayuso-dispara-pp-encima-del-psoe-otorga-mayoria-absoluta-vox-7221232","1000","10-11 May",2021-05-11,"",1.8,"PP","PP +1.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,2.3,0.9,NA,NA,NA,NA,NA,1.3,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,27.3,NA,NA,0.2,NA,NA,NA,NA,NA,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,9,NA,NA,NA,NA,NA,NA,NA,17.9,NA,NA,NA
"413","Municipales","València","Val.","Valencia","Valencia","SyM Consulting/EPDA","https://www.elperiodicodeaqui.com/epda-noticias/la-izquierda-retiene-la-mayoria-absoluta-en-valencia-por-el-batacazo-de-ciudadanos/249279","958","5-10 May 2021",2021-05-10,"63.9",3.5,"Compromís","Compromís +3.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,15,NA,NA,NA
"414","Generales","España","Esp.",NA,NA,"NC Report/La Razón","https://www.larazon.es/espana/20210510/jarm5wjkzvantfw42df5eej67q.html","1000","4-8 May",2021-05-08,"64.4",0.8,"PP","PP +0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,26.9,NA,NA,NA,NA,NA,NA,NA,NA,26.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,NA,NA,NA,NA,NA,NA,NA,17.1,NA,NA,NA
"415","Generales","España","Esp.",NA,NA,"InvyMark/laSexta","https://www.lasexta.com/noticias/nacional/barometro-lasexta-coloca-como-primera-opcion-intencion-voto-primera-vez-2018-273_2021050860967e9d29c3320001d8dabf.html","-","5-7 May",2021-05-07,"",0.6,"PP","PP +0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3,NA,NA,NA,NA,NA,NA,NA,NA,26.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,NA,NA,NA,18.9,NA,NA,NA
"416","Generales","España","Esp.",NA,NA,"Demoscopia y Servicios/ESdiario","https://www.esdiario.com/espana/332803556/Casado-adelanta-a-Sanchez-y-alcanza-la-mayoria-absoluta-con-Vox-y-Navarra-Suma.html","1000","5-6 May",2021-05-06,"",0.6,"PP","PP +0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,2.3,1,NA,NA,NA,NA,NA,1.3,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,25.9,NA,NA,0.3,NA,NA,NA,NA,NA,25.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,10.3,NA,NA,NA,NA,NA,NA,NA,16.9,NA,NA,NA
"417","Generales","España","Esp.",NA,NA,"ElectoPanel/Electomanía","https://electomania.es/ep6m21/","1825","4-6 May",2021-05-06,"",1.1,"PSOE","PSOE +1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,3.2,0.9,NA,NA,NA,NA,NA,1.3,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,25.8,NA,NA,0.3,NA,NA,NA,NA,NA,26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,11.4,NA,NA,NA,NA,NA,NA,NA,16.6,NA,NA,NA
"418","Generales","España","Esp.",NA,NA,"Sigma Dos/El Mundo","https://phantom-elmundo.unidadeditorial.es/4966891d3bf76f2017c0fa736ecee865/resize/473/f/webp/assets/multimedia/imagenes/2021/05/09/16205947132851.png","1000","5-6 May",2021-05-06,"",4.5,"PP","PP +4.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,30.2,NA,NA,NA,NA,NA,NA,NA,NA,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,15.2,NA,NA,NA
"419","Generales","España","Esp.",NA,NA,"ElectoPanel/Electomanía","https://electomania.es/epgenerales3m21/","4320","24 Apr-2 May",2021-05-02,"",3.1,"PSOE","PSOE +3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,4,0.9,NA,NA,NA,NA,NA,1.3,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,24,NA,NA,0.3,NA,NA,NA,NA,NA,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,12.3,NA,NA,NA,NA,NA,NA,NA,16.9,NA,NA,NA
"420","Autonómicas","Comunitat Valenciana","Val.",NA,NA,"ElectoPanel/Electomanía","https://electomania.es/epcval30a21/","850","30 Apr 2021",2021-04-30,"",2.5,"PSPV","PSPV +2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,13.5,NA,NA,NA
"421","Forales","Gipuzkoa","Eus.","Gipuzkoa",NA,"Gizaker/Gipuzkoa Deputation","https://www.diariovasco.com/politica/partidos-nacionalistas-fuertes-20210518113925-nt.html","1200","26-29 Apr 2021",2021-04-29,"63.2",4.3,"PNV","PNV +4.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA
"422","Autonómicas","Cantabria","Can.",NA,NA,"Metroscopia/PP","https://www.electograph.com/2021/05/cantabria-encuesta-metroscopia-210501.html","1500","21-28 Apr 2021",2021-04-28,"60",2.8,"PP","PP +2.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,28.9,NA,NA,26.1,NA,NA,NA,NA,NA,21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA
