"","Tipo","Literal","CCAA","Provincia","Municipio","Encuestadora/Medio","Fuente","Muestra","Trabajo Campo","Ultimo dia","Particip","Lead","Ganador","Ventaja","ACP","Adelante","Adelante Andalucía","Adelante Andalucía (2018)","Adelante Andalucía (2021)","AIKE","Andaluces Levantaos","ASG","Avante","AxSí","BA","BNG","Caballas","CC–NCa","CCa","CH","CHA","CL","Clotilde Cuéllar","CM","Compromís","CpM","Cs","CUP","CY!","DO","E-2000","EC","ECP","EH Bildu","El Pi","Elkarrekin Podemos","ERC","ERC–Sobiranistes","esperta","EUPV","EV","FAC","FeC","Galicia en Común","Ganar Alcorcón","GBai","GBC","GeC","GJ","GT","GxF","I–E (n)","IGE","IU","IU–Madrid","IU–MeP","IU–V–RM","IU/IX","IUC","IUCyL","IULV","IUMA","Junts","JxCat","L","Marea Atlántica","Marea Galeguista","Más Madrid","Más Madrid–Leganemos","Más País","MCC","MDyC","Més","Més Compromís","MM–Alcorcón","MM–Fuenlabrada","MMAlcobendas","MMArganda","MMCCG","MMGM","MMP","MOVER Parla","MxMe","NA+","NCa","PACMA","PAR","PDeCAT","PIVG","PNV","Podem–EUPV","Podemos","Podemos–IU","Podemos–IU–Equo","PP","PP+Cs","PR+","PRC","PSC","PSdeG–PSOE","PSE–EE (PSOE)","PSIB–PSOE","PSN–PSOE","PSOE","PSOE–A","PSPV","PTSV","PVI","PxE","Somos Alcalá","Somos Región","SomosOviedo","SR100","TE","ULEG","Unidas Podemos","Unides Podem–EUIB","Unides Podem–EUPV","UP","UPL","UPporA","UPxA","UxA","Vox","XAV","ZD","ZGZ"
"371","Autonómicas","Castilla y León","Cyl.",NA,NA,"GAD3/El Norte de Castilla","https://www.elnortedecastilla.es/castillayleon/bipartidismo-vuelve-castilla-20210606181842-nt.html","1000","22-31 May 2021",2021-05-31,"",14.8,"PP","PP +14.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,43.6,NA,NA,NA,NA,NA,NA,NA,NA,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,9.7,0.6,NA,NA
"372","Autonómicas","Castilla - La Mancha","Clm.",NA,NA,"NC Report/La Razón","https://www.larazon.es/espana/20210530/juxmckwd2baold7p5nidwd4iw4.html","-","30 May 2021",2021-05-30,"",0.3,"PSOE","PSOE +0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.3,NA,NA,NA,NA,NA,NA,NA,NA,38.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA
"373","Autonómicas","Andalucía","And.",NA,NA,"NC Report/La Razón","https://www.larazon.es/andalucia/20210531/27qf5fxfgfdh7plc5xxqrjsl3a.html","900","26-30 May 2021",2021-05-30,"59.0",1.5,"PP","PP +1.5",NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,NA,NA,15.1,NA,NA,NA
"374","Generales","España","Esp.",NA,NA,"SocioMétrica/El Español","https://www.elespanol.com/espana/politica/20210530/pp-sobrepasa-primera-psoe-sanchez-cumple-gobierno/584942067_0.html","1100","26-29 May",2021-05-29,"",1.1,"PP","PP +1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,3.1,0.9,NA,NA,NA,NA,NA,1.2,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,26.5,NA,NA,0.2,NA,NA,NA,NA,NA,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,9.3,NA,NA,NA,NA,NA,NA,NA,16.9,NA,NA,NA
"375","Generales","España","Esp.",NA,NA,"ElectoPanel/Electomanía","https://electomania.es/ep30my21/","1272","23-28 May",2021-05-28,"",2.5,"PP","PP +2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,3,0.9,NA,NA,NA,NA,NA,1.1,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,27.9,NA,NA,0.3,NA,NA,NA,NA,NA,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,10.7,NA,NA,NA,NA,NA,NA,NA,16.7,NA,NA,NA
"376","Municipales","Llanera","Ast.","Asturias","Llanera","Asturbarómetro","http://llanera.eltapin.com/noticia/8513/asturbarometro-recoge-que-el-psoe-perderia-un-concejal-el-pp-podria-ganar-uno-iu-obtendria-2-podemos-y-ciudadanos-perderian-la-representacion-y-vox-ganaria-entre-1-o-2","401","20-28 May 2021",2021-05-28,"",10.4,"PSOE","PSOE +10.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,29.1,NA,NA,NA,NA,NA,NA,NA,NA,39.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,NA,NA,NA
"377","Municipales","Bilbao","Eus.","Bizkaia","Bilbao","Gizaker/City Council of Bilbao","https://www.bilbao.eus/cs/Satellite?c=BIO_Noticia_FA&cid=1279208425870&language=es&pageid=3000075248&pagename=Bilbaonet%2FBIO_Noticia_FA%2FBIO_Noticia","1000","19-26 May 2021",2021-05-26,"61.0",25.9,"PNV","PNV +25.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1,NA,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,NA
"378","Generales","España","Esp.",NA,NA,"DYM/Henneo","https://www.20minutos.es/noticia/4708680/0/pp-supera-primera-vez-psoe-sumaria-mayoria-vox/","1008","21-24 May",2021-05-24,"",3.6,"PP","PP +3.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.1,NA,NA,NA,NA,NA,NA,NA,NA,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA
"379","Generales","León","Cyl.","León",NA,"SyM Consulting","https://twitter.com/Barometrocm/status/1397440362596110339","732","20-23 May 2021",2021-05-23,"57.4",3.2,"Vox","Vox +3.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.1,NA,NA,NA,NA,NA,NA,NA,NA,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,34.3,NA,NA,NA
"380","Autonómicas","Ceuta","Ceu.",NA,NA,"SyM Consulting","https://twitter.com/Barometrocm/status/1397439860600868864","732","20-23 May 2021",2021-05-23,"53.2",1.6,"Vox","Vox +1.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.6,NA,NA,NA,NA,NA,NA,NA,NA,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.2,NA,NA,NA
"381","Generales","España","Esp.",NA,NA,"ElectoPanel/Electomanía","https://electomania.es/ep22my21/","1582","17-22 May",2021-05-22,"",2.1,"PP","PP +2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,2.9,0.9,NA,NA,NA,NA,NA,1.2,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,27.3,NA,NA,0.3,NA,NA,NA,NA,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,11,NA,NA,NA,NA,NA,NA,NA,16.4,NA,NA,NA
"382","Generales","España","Esp.",NA,NA,"NC Report/La Razón","https://www.larazon.es/espana/20210523/32idgogylngzheveh2msxqwzzq.html","1000","17-22 May",2021-05-22,"64.2",4.2,"PP","PP +4.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,25.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA,NA,NA,14.9,NA,NA,NA
"383","Generales","España","Esp.",NA,NA,"InvyMark/laSexta","https://www.lasexta.com/noticias/nacional/barometro-lasexta-vuelve-ser-segunda-oleada-consecutiva-primera-opcion-intencion-voto-272_2021052360aa4acfcd5e690001ba8f4e.html","-","17-21 May",2021-05-21,"",0.3,"PP","PP +0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2,NA,NA,NA,NA,NA,NA,NA,NA,26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,18.4,NA,NA,NA
"384","Autonómicas","País Vasco","Eus.",NA,NA,"Ikerfel/GPS","https://www.euskadi.eus/contenidos/documentacion/21sv73aurreikuspena/es_def/adjuntos/21sv73_aurreikuspenak.pdf","3333","17-21 May 2021",2021-05-21,"55.1",11.5,"PNV","PNV +11.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA
"385","Generales","España","Esp.",NA,NA,"Metroscopia","https://www.vozpopuli.com/espana/metroscopia-pp-guerra-casado-ayuso.html","-","20 May",2021-05-20,"",7.5,"PP","PP +7.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.3,NA,NA,NA,NA,NA,NA,NA,NA,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA,NA,NA,12.2,NA,NA,NA
"386","Municipales","Coruña, A","Gal.","A Coruña","A Coruña","Sondaxe/La Voz de Galicia","https://www.electograph.com/2021/05/galicia-ciudades-encuesta-sondaxe-210523.html","400","4-20 May 2021",2021-05-20,"",8.3,"PSdeG–PSOE","PSdeG–PSOE +8.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.3,NA,NA,NA,NA,36.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","Municipales","Ferrol","Gal.","A Coruña","Ferrol","Sondaxe/La Voz de Galicia","https://www.electograph.com/2021/05/galicia-ciudades-encuesta-sondaxe-210523.html","400","4-20 May 2021",2021-05-20,"",14.2,"PP","PP +14.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","Municipales","Lugo","Gal.","Lugo","Lugo","Sondaxe/La Voz de Galicia","https://www.electograph.com/2021/05/galicia-ciudades-encuesta-sondaxe-210523.html","400","4-20 May 2021",2021-05-20,"",12.1,"PP","PP +12.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.2,NA,NA,NA,NA,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","Municipales","Ourense","Gal.","Ourense","Ourense","Sondaxe/La Voz de Galicia","https://www.electograph.com/2021/05/galicia-ciudades-encuesta-sondaxe-210523.html","400","4-20 May 2021",2021-05-20,"",5.2,"PSdeG–PSOE","PSdeG–PSOE +5.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2,NA,NA,NA,NA,30.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","Municipales","Pontevedra","Gal.","Pontevedra","Pontevedra","Sondaxe/La Voz de Galicia","https://www.electograph.com/2021/05/galicia-ciudades-encuesta-sondaxe-210523.html","400","4-20 May 2021",2021-05-20,"",11.5,"BNG","BNG +11.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.1,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","Municipales","Santiago de Compostela","Gal.","A Coruña","Santiago de Compostela","Sondaxe/La Voz de Galicia","https://www.electograph.com/2021/05/galicia-ciudades-encuesta-sondaxe-210523.html","400","4-20 May 2021",2021-05-20,"",8.3,"PSdeG–PSOE","PSdeG–PSOE +8.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.3,NA,NA,NA,NA,36.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","Municipales","Sarria","Gal.","Lugo","Sarria","Sondaxe/La Voz de Galicia","https://www.electograph.com/2021/05/galicia-ciudades-encuesta-sondaxe-210523.html","400","4-20 May 2021",2021-05-20,"",14.2,"PP","PP +14.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","Municipales","Vigo","Gal.","Pontevedra","Vigo","Sondaxe/La Voz de Galicia","https://www.electograph.com/2021/05/galicia-ciudades-encuesta-sondaxe-210523.html","400","4-20 May 2021",2021-05-20,"",12.1,"PP","PP +12.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.2,NA,NA,NA,NA,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","Municipales","Vilalba","Gal.","Lugo","Vilalba","Sondaxe/La Voz de Galicia","https://www.electograph.com/2021/05/galicia-ciudades-encuesta-sondaxe-210523.html","400","4-20 May 2021",2021-05-20,"",5.2,"PSdeG–PSOE","PSdeG–PSOE +5.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2,NA,NA,NA,NA,30.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","Municipales","Viveiro","Gal.","Lugo","Viveiro","Sondaxe/La Voz de Galicia","https://www.electograph.com/2021/05/galicia-ciudades-encuesta-sondaxe-210523.html","400","4-20 May 2021",2021-05-20,"",11.5,"BNG","BNG +11.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.1,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","Generales","Cataluña","Cat.",NA,NA,"Opinòmetre/CEO","http://upceo.ceo.gencat.cat/wsceop/7988/Resumen%20en%20Espa%C3%B1ol%20_996.pdf","1200","11-19 May 2021",2021-05-19,"68",0.5,"ERC–Sobiranistes","ERC–Sobiranistes +0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,7.7,NA,NA,NA,NA,10.9,NA,NA,NA,NA,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA
